immatriculation;numero_de_serie;marque;modele;date_debut;date_fin
2-BMB-841;015208243600;NISSAN;300 ZX;2024-09-12;2026-05-05
2-EAM-271;034236043379;BMW;M6;2023-02-16;2024-10-08
2-TJA-316;002790715630;FORD;COURRIER;2024-04-19;2025-12-10
1-ZPV-059;055841151986;BMW;735;2023-10-02;2025-05-24
1-EVN-984;055860085361;LAND ROVER;88;2023-05-28;2025-01-17
1-FPN-398;024635331736;SMART;#1;2025-07-13;2027-03-05
2-TOR-056;022191594578;ROVER;820;2025-09-05;2027-04-28
2-FAF-408;074264450630;AUDI;S3 SPORTBACK;2022-08-08;2024-03-30
1-ALD-009;064691379390;BMW;X6 III;2025-03-24;2026-11-14
2-HJG-956;026820326324;NISSAN;NOTE;2024-11-23;2026-07-16
2-ODR-730;046529044778;MERCEDES;CLASSE M;2025-06-02;2027-01-23
2-GHI-505;062741541795;AUDI;S8;2023-12-15;2025-08-06
2-KAH-321;005013776030;PEUGEOT;304;2024-03-31;2025-11-21
2-BCL-648;044341059169;VOLKSWAGEN;FOX;2024-06-14;2026-02-04
1-EJD-686;033358727945;RENAULT;R21;2023-01-03;2024-08-25
1-YBI-211;080091082115;VOLVO;780;2023-07-08;2025-02-27
2-APU-866;098353900883;PEUGEOT;EXPERT;2025-04-19;2026-12-10
2-XLD-845;072611487612;CITROEN;C3 PLURIEL;2024-06-19;2026-02-09
1-ATT-735;005158078471;ROVER;418;2025-04-09;2026-11-30
2-PNZ-123;082027428296;SUBARU;XV II;2025-02-15;2026-10-08
2-ATD-694;074696542744;VOLKSWAGEN;BORA;2022-10-02;2024-05-24
1-VVX-857;091881729214;COURB;C-ZEN;2025-11-05;2027-06-28
2-JRP-093;013489947657;ISUZU;SERIE N;2022-10-14;2024-06-05
1-IGH-297;070830064106;MAZDA;MX6;2023-06-02;2025-01-22
1-CLV-611;036084224959;RENAULT;MASTER III;2024-03-20;2025-11-10
2-ORV-361;009979321670;CITROEN;C8;2024-05-12;2026-01-02
1-GYE-535;081681226997;MITSUBISHI;LANCER;2023-05-25;2025-01-14
2-XNQ-459;026631493559;CITROEN;MEHARI;2025-02-09;2026-10-02
1-NBI-812;008425799756;OPEL;KAPITAN;2023-10-31;2025-06-22
1-RYS-190;040583126106;TRIUMPH;2500;2022-12-22;2024-08-13
1-RCB-732;034710843796;FORD;TOURNEO CONNECT III;2022-11-22;2024-07-14
1-SGZ-214;055166725086;MAZDA;PREMACY;2023-11-20;2025-07-12
2-ZER-339;007349121702;VOLVO;C30;2023-10-21;2025-06-12
2-QFF-400;064298474393;LADA;1500;2024-04-29;2025-12-20
1-NGB-191;053100943614;MASERATI;GHIBLI;2023-09-19;2025-05-11
2-ULW-683;070258119150;SUZUKI;X90;2024-11-05;2026-06-28
1-EZJ-252;025119434981;DAIHATSU;TERIOS;2024-09-09;2026-05-02
2-QGV-484;074272479136;SUBARU;IMPREZA;2024-04-27;2025-12-18
1-FVS-437;073008967842;PEUGEOT;204;2025-04-03;2026-11-24
1-LAR-355;099205636993;MERCEDES;CLASSE S;2022-10-11;2024-06-02
2-IFJ-760;030655770969;RENAULT;SCENIC IV;2024-03-27;2025-11-17
2-BYB-041;012837095099;LEXUS;SC;2023-01-16;2024-09-07
2-XZD-821;034435448168;BMW;M3;2023-05-01;2024-12-21
2-CVO-277;095277630223;ROVER;FREIGHT;2024-04-25;2025-12-16
2-YBD-815;061326186362;MINI;MINI CLUBMAN;2025-04-15;2026-12-06
1-TJM-211;011342583568;KIA;BESTA;2025-07-02;2027-02-22
1-VNK-756;079983369411;LADA;SAGONA;2023-02-24;2024-10-16
1-CVM-178;019077662318;HYUNDAI;IONIQ;2025-02-14;2026-10-07
2-TSS-512;071197633660;PEUGEOT;504;2022-10-22;2024-06-13
2-HPW-945;094927760342;BMW;1802;2025-03-28;2026-11-18
1-GKY-332;057067185489;PEUGEOT;J5;2024-07-14;2026-03-06
1-XFU-784;013978799651;INFINITI;M;2025-11-01;2027-06-24
1-ISC-696;079911126315;ALFA ROMEO;SZ;2024-02-02;2025-09-24
2-RVR-347;063068892677;EBRO;F275;2025-03-09;2026-10-30
1-IWD-505;080147767155;MAZDA;RX3;2024-08-26;2026-04-18
2-DWQ-073;057633946928;TOYOTA;AURIS;2024-11-10;2026-07-03
1-SZO-367;057060362633;SUNBEAM;1600;2025-04-09;2026-11-30
1-CPM-971;067447442552;MASERATI;GHIBLI;2025-01-20;2026-09-12
2-ACG-897;055654598575;MERCEDES;250;2023-01-05;2024-08-27
2-BOW-587;031997141408;OPEL;OMEGA;2025-07-21;2027-03-13
2-TNI-601;074155653531;SSANGYONG;KYRON;2024-12-25;2026-08-17
1-TXM-529;055153947309;RENAULT;CAPTUR II;2025-07-14;2027-03-06
1-BSP-478;002906737184;ISUZU;TROOPER;2025-07-31;2027-03-23
1-XLK-127;000389397143;LOTUS;ELISE;2024-07-31;2026-03-23
2-GOO-880;064457139693;BMW;520;2025-10-21;2027-06-13
1-YWH-826;040340068114;HYUNDAI;GETZ;2024-03-21;2025-11-11
2-LXR-477;087036458108;CHRYSLER;SARATOGA;2024-05-15;2026-01-05
1-KAB-876;033012489576;SEAT;EXEO;2022-10-07;2024-05-29
2-CNE-941;073621301258;VOLKSWAGEN;K70;2025-06-29;2027-02-19
2-FBU-789;064619844422;CITROEN;C4 III;2025-01-06;2026-08-29
2-IQH-499;040532744918;FORD;FIESTA;2024-12-02;2026-07-25
1-CGX-626;099276528943;ALFA ROMEO;SPRINT;2024-11-14;2026-07-07
2-PQS-841;037211223701;LOTUS;ELETRE;2022-08-06;2024-03-28
2-UCP-655;005825663185;VOLKSWAGEN;TOUAREG;2023-09-15;2025-05-07
1-UXQ-498;045587357742;TALBOT;1006;2025-07-12;2027-03-04
2-IBT-732;049345453735;BMW;L7;2023-06-19;2025-02-08
1-FQX-398;084979848866;ROVER;115;2023-11-04;2025-06-26
1-ZJJ-858;030693131970;FIAT;ULYSSE;2023-12-20;2025-08-11
1-IAO-187;002215831864;TALBOT;160;2022-12-05;2024-07-27
2-OPI-081;049632550191;MERCEDES;307;2022-09-15;2024-05-07
2-ZJN-358;062648869363;CADILLAC;XT4;2023-07-08;2025-02-27
2-RNE-049;042638617971;GRANDIN;DALLAS;2022-08-13;2024-04-04
1-PXA-821;050332834419;MERCEDES;CLASSE G II;2022-08-16;2024-04-07
1-CAV-230;058205579327;LOTUS;ELETRE;2023-02-21;2024-10-13
1-POP-574;097398005911;BMW;520;2024-12-16;2026-08-08
2-NBQ-902;067435115695;KIA;CARNIVAL;2024-07-21;2026-03-13
1-LCZ-156;066519626100;NISSAN;SUNNY;2023-03-30;2024-11-19
1-VZH-132;043900486589;SANTANA;SAMURAI;2022-10-03;2024-05-25
1-VCG-725;002209879848;FSO-POLSKI;ATOU;2022-11-01;2024-06-23
1-ATD-596;008108802188;FORD;FUSION;2024-11-27;2026-07-20
1-TEG-696;086613831645;LEXUS;LS;2024-02-06;2025-09-28
1-RNO-212;006487392572;FORD;TOURNEO COURIER;2025-06-04;2027-01-25
1-BKB-016;097264570606;OPEL;AGILA;2025-01-15;2026-09-07
1-YGW-783;062163508281;CHEVROLET;CAPTIVA;2025-09-20;2027-05-13
2-XNS-714;060656782439;VOLVO;142;2023-09-23;2025-05-15
1-COG-556;005286703425;VOLKSWAGEN;PASSAT CC;2023-02-21;2024-10-13
2-YYR-721;062010642661;TOYOTA;CAMRY II;2025-07-13;2027-03-05
1-KDE-006;018592959390;RENAULT;TRAFIC;2023-10-13;2025-06-04
2-ESQ-448;008412000705;RENAULT;MEGANE;2023-01-20;2024-09-11
2-BID-590;062598878684;TOYOTA;RAV4 III;2024-03-21;2025-11-11
2-AKC-464;018785641084;FORD;KUGA III;2022-10-29;2024-06-20
2-WQU-239;042819833491;AUDI;A4 III - IV;2025-06-16;2027-02-06
2-GCZ-268;043683118300;HYUNDAI;SATELLITE;2025-09-24;2027-05-17
1-JSE-366;039018762267;VOLKSWAGEN;ID.4;2025-06-12;2027-02-02
1-JYP-975;001277031835;ALFA ROMEO;ALFA 146;2024-05-23;2026-01-13
1-UVS-839;058846965364;MERCEDES;409;2024-11-13;2026-07-06
2-PCV-674;035679331257;KIA;PREGIO;2025-10-16;2027-06-08
2-LEF-303;048574415258;VOLVO;EX90;2023-01-14;2024-09-05
1-YZM-381;039826620562;BMW;2002;2023-06-17;2025-02-06
2-EZQ-526;028317682141;ROVER;220;2025-02-23;2026-10-16
2-BIS-277;062332275169;BMW;725;2022-10-24;2024-06-15
1-WJO-585;001996635790;MITSUBISHI;OUTLANDER;2025-05-13;2027-01-03
1-OXT-336;069124187475;VOLKSWAGEN;ARTEON;2024-03-01;2025-10-22
2-PVT-104;028833854514;RENAULT;R21 NEVADA;2024-07-12;2026-03-04
2-NEM-737;064989376158;TOYOTA;CAMRY II;2024-06-27;2026-02-17
1-XKY-994;058197674763;NISSAN;JUKE II;2025-10-22;2027-06-14
1-YVR-384;066989567512;MAZDA;MAZDA2;2023-08-06;2025-03-28
1-NQK-907;088377855038;MERCEDES;309;2025-09-19;2027-05-12
1-ODY-687;032952141408;OPEL;COMBO III;2023-01-11;2024-09-02
2-VWS-105;048923092141;SUBARU;SOLTERRA;2024-08-17;2026-04-09
2-ANB-447;065275214829;SUNBEAM;1500;2022-10-07;2024-05-29
2-COR-704;000076364948;BMW;732;2023-01-17;2024-09-08
1-YMJ-938;072810126791;FIAT;600;2022-11-12;2024-07-04
1-UJV-386;064241905351;FSO-POLSKI;POLONEZ;2025-11-09;2027-07-02
1-KNT-060;027231177466;SANTANA;S350;2024-06-13;2026-02-03
1-ECW-759;060206273307;DAF;46;2024-10-13;2026-06-05
1-BOY-698;081801524430;BENTLEY;CONTINENTAL GT;2023-08-21;2025-04-12
1-EWN-602;025821170083;MASERATI;QUATTROPORTE;2025-09-23;2027-05-16
1-HEY-130;063869076428;SEAT;RONDA;2023-02-01;2024-09-23
1-XPO-342;010824478981;NISSAN;INTERSTAR II;2023-04-28;2024-12-18
2-DFH-653;061046103369;PEUGEOT;309;2022-11-03;2024-06-25
1-TVF-060;018850756827;BMW;650;2024-04-20;2025-12-11
1-XVM-878;083121662480;FIAT;UNO;2023-11-26;2025-07-18
2-PEE-634;004298930909;LANCIA;FLAVIA;2025-06-04;2027-01-25
1-GFR-093;022950589367;OPEL;KARL;2022-12-25;2024-08-16
2-GYB-094;028003913888;LOTUS;EXIGE;2024-04-09;2025-11-30
2-OAC-783;088333715858;VOLVO;265;2025-05-30;2027-01-20
1-GCS-191;061770015682;AUSTIN;PRINCESS;2025-04-03;2026-11-24
1-WXC-785;071279528390;VOLVO;242;2023-11-01;2025-06-23
1-EXT-375;017651040224;JAGUAR;I-PACE;2024-12-25;2026-08-17
1-XHE-051;070673065450;VOLKSWAGEN;SHARAN;2024-08-06;2026-03-29
2-THX-155;050514472233;TALBOT;1308;2025-11-06;2027-06-29
1-SED-328;039485282658;NISSAN;PICK-UP;2024-08-12;2026-04-04
2-YHQ-257;000236404247;NISSAN;VANETTE;2025-08-11;2027-04-03
2-JNK-188;030393614378;BMW;840;2023-07-25;2025-03-16
1-KJA-201;030579723175;MAZDA;T2500;2025-01-08;2026-08-31
2-HST-057;069718359634;NISSAN;NP300;2025-08-28;2027-04-20
1-EHE-468;083975384887;TESLA;MODEL 3;2024-11-05;2026-06-28
1-FFO-203;082598730451;BEDFORD;MIDI;2023-07-13;2025-03-04
S-IWJ-845;027256605805;KUGOO;Kugoo S1 pro pour enfants et adultes;2024-12-17;2026-08-09
S-NRZ-091;033173339728;JOYOR;Adulte Joyor F3;2025-10-01;2027-05-24
S-UGM-470;085656380551;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2025-10-14;2027-06-06
S-AJY-469;004738609080;XIAOMI;Xiaomi Mi 3;2025-06-19;2027-02-09
S-QYQ-269;012388698627;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2025-04-28;2026-12-19
S-SZT-646;028075835008;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2024-04-01;2025-11-22
S-NVL-923;052589468299;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-10-13;2025-06-04
S-NIN-826;091069717905;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-04-28;2026-12-19
S-SRS-153;060367813091;XIAOMI;Xiaomi Mi 3;2022-09-01;2024-04-23
S-DLU-377;065816196058;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2024-06-25;2026-02-15
S-NPU-658;086044515975;WINDGOO;Windgoo M20 pour enfants et adultes;2023-08-27;2025-04-18
S-VUD-842;047807090729;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2024-09-09;2026-05-02
S-YAN-782;063564262131;JOYOR;Adulte Joyor G5 Noir;2025-01-03;2026-08-26
S-AZQ-434;069514981678;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2023-06-09;2025-01-29
S-KMK-574;027454600445;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2023-08-08;2025-03-30
S-TEM-894;015932065478;UNAGI;Unagi Dual Motor;2023-08-18;2025-04-09
S-PMK-318;078803250943;JOYOR;Adulte Joyor GS5 Noir;2023-01-26;2024-09-17
S-NDY-861;020551799771;JOYOR;Adulte Joyor F3;2022-08-20;2024-04-11
S-ZTC-228;057406989148;SEGWAY-NINEBOT;Kickscooter F2 E - Step Adultes - Vitesse Maximale:25km - Autonomie:40km;2023-05-08;2024-12-28
S-NAZ-822;096424585754;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2024-05-06;2025-12-27
S-DED-183;048006390771;JOYOR;Adulte Joyor F5S+ Noir;2024-04-29;2025-12-20
S-MCF-063;041023459650;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2023-10-20;2025-06-11
S-IHV-550;060990170952;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2023-03-30;2024-11-19
S-LUT-011;099357202208;SEGWAY-NINEBOT;Ninebot F2 Pro E;2025-07-23;2027-03-15
S-SUN-321;099961331466;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2023-09-17;2025-05-09
S-FFG-164;066420736206;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2025-02-23;2026-10-16
S-LPO-368;068752990290;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2024-12-16;2026-08-08
S-EKI-042;036217119341;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2024-02-27;2025-10-19
S-VJN-964;002466983330;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2024-01-22;2025-09-13
S-CGB-005;038469256029;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2024-06-26;2026-02-16
S-NMM-366;070714356562;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2024-06-13;2026-02-03
S-BIW-550;009949736338;SEGWAY-NINEBOT;Kickscooter F2 E - Step Adultes - Vitesse Maximale:25km - Autonomie:40km;2023-01-04;2024-08-26
S-DRG-301;058209874195;SUOTU;Suotu M5 pour enfants et adultes;2023-12-30;2025-08-21
S-ZBZ-226;059380412604;JOYOR;Adulte Joyor F3 Blanc;2024-05-03;2025-12-24
S-UCV-258;038201138800;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2025-03-16;2026-11-06
S-SGX-405;050206368600;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-09-26;2025-05-18
S-VPC-225;061320310288;JOYOR;Adulte Joyor GS5 Noir;2023-01-16;2024-09-07
S-EAF-988;061624909397;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2023-12-10;2025-08-01
S-PTP-803;092086224976;JOYOR;adulte Joyor Y5S blanche;2024-06-09;2026-01-30
S-IXU-194;053218537886;UNAGI;Unagi Dual Motor;2022-12-29;2024-08-20
S-OXB-959;084719691634;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-12-13;2025-08-04
S-FEF-446;078548998221;SUOTU;Suotu rytigo 6;2022-09-27;2024-05-19
S-OIN-831;063857039424;SEGWAY-NINEBOT;Ninebot F2;2024-05-10;2025-12-31
S-FLD-566;072118460371;XIAOMI;Xiaomi 4 GO;2023-06-03;2025-01-23
S-QMQ-431;046039265552;SUOTU;Suotu R1 pour adultes;2023-03-14;2024-11-03
S-HJL-677;081472439190;OKAI;OKAI NEON LITE ES10 - BLACK;2025-06-17;2027-02-07
S-SUA-151;048319816648;JOYOR;Adulte Joyor G5 Noir;2025-09-14;2027-05-07
S-ALB-488;020988016862;WISPEED;Wispeed T865;2024-01-17;2025-09-08
S-RQL-632;050413254890;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2024-09-29;2026-05-22
S-PEG-364;030562925424;RAZOR;Power Core E100 -Enfant;2023-04-20;2024-12-10
S-NUT-716;000061425840;XIAOMI;Xiaomi 4 GO;2023-11-01;2025-06-23
S-XBT-944;015988004301;JOYOR;Adulte Joyor F5S+ Noir;2023-01-30;2024-09-21
S-NGB-861;028792118711;JOYOR;Adulte Joyor S10-S Noir;2025-08-28;2027-04-20
S-FXJ-398;007311504472;OKAI;Scooter électrique Okai ES20 Noir;2023-03-20;2024-11-09
S-GWX-669;079200548546;JOYOR;Adulte Joyor G5 Noir;2023-07-27;2025-03-18
S-SRD-418;010117302810;UNAGI;Unagi Dual Motor;2024-05-07;2025-12-28
S-KOO-026;043146836310;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2022-10-10;2024-06-01
S-JRT-761;097527755984;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2024-01-11;2025-09-02
S-ZNO-336;054536854270;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2022-09-27;2024-05-19
S-VMM-588;084958990954;SUOTU;Suotu M5 pour enfants et adultes;2023-07-15;2025-03-06
S-GVF-634;081852796017;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2025-10-21;2027-06-13
S-ZLP-049;022938017887;TO.TEM;LYNX - 3 ROUES - CAMÉRA POSTERIEURE;2024-06-20;2026-02-10
S-VXL-963;051929581327;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2024-10-21;2026-06-13
S-UTH-638;023215829256;BOHLT;Pliable eKick TD9 - Noir;2024-03-20;2025-11-10
S-TZM-315;061891226934;WISPEED;Wispeed T865;2024-09-18;2026-05-11
S-TPW-206;056876461577;JOYOR;Adulte Joyor S10-S Noir;2022-09-23;2024-05-15
S-VRD-276;055078062784;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2023-05-31;2025-01-20
S-QTD-552;001323237078;RAZOR;Power Core E100 -Enfant;2024-12-28;2026-08-20
S-WJG-588;005949537472;SEGWAY-NINEBOT;Ninebot F2;2023-03-25;2024-11-14
S-UKR-584;027647392125;JOYOR;Adulte Joyor GS5 Noir;2023-08-19;2025-04-10
S-UGZ-140;083332181737;JOYOR;Adulte Joyor S5 Noir;2025-01-30;2026-09-22
S-XZJ-132;036354393683;XIAOMI;Xiaomi Mi 3;2024-03-18;2025-11-08
S-ACJ-624;028028857129;WINDGOO;Windgoo M20 pour enfants et adultes;2025-05-22;2027-01-12
S-TVN-346;015548286778;JIVR;JIVR avec moteur 230W et triple système de freinage;2023-01-21;2024-09-12
S-YZV-611;058612845130;VOLANS;adulte - e step;2022-09-06;2024-04-28
S-LPF-778;074621950259;OXELO;Decathlon R920E;2022-12-31;2024-08-22
S-UNB-105;099239666595;WEEBOT;Inoe Sweemie 2;2024-08-14;2026-04-06
S-YSR-007;047979323774;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2023-01-21;2024-09-12
S-BPW-625;076560236611;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2022-10-26;2024-06-17
S-VMM-899;019417350462;SEGWAY-NINEBOT;Ninebot F2 Plus;2025-06-22;2027-02-12
S-RPV-373;043391597147;WINDGOO;Windgoo M20 pour enfants et adultes;2022-09-03;2024-04-25
S-CTP-113;005152116274;KUGOO;Kugoo S1 pro pour enfants et adultes;2024-07-02;2026-02-22
S-CTF-138;038710194786;BOHLT;Pliable eKick TD9 - Noir;2025-10-04;2027-05-27
S-IUK-189;091013970181;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2025-08-05;2027-03-28
S-JFX-558;092328549218;SUOTU;Suotu M5 pour enfants et adultes;2024-03-26;2025-11-16
S-IKW-812;022396951760;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2023-09-06;2025-04-28
S-FHK-085;073788921803;VOLANS;adulte - e step;2022-10-10;2024-06-01
S-DVI-865;017733144775;KUGOO;Kugoo S1 pro pour enfants et adultes;2023-05-13;2025-01-02
S-EGZ-265;007179883117;TO.TEM;LYNX - 3 ROUES;2023-08-07;2025-03-29
S-VXP-865;029639735138;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km blanc;2025-03-14;2026-11-04
S-PGW-861;090416524184;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2024-01-29;2025-09-20
S-LXS-893;010069219348;XIAOMI;Xiaomi 4 GO;2024-12-07;2026-07-30
S-NTX-707;035651532669;SUOTU;Suotu M5 pour enfants et adultes;2025-04-12;2026-12-03
S-QUV-842;058279562611;NAVEE;Scooter électrique Navee N65 Noir;2022-11-28;2024-07-20
S-KWK-135;048421634974;TO.TEM;LYNX - 3 ROUES;2024-05-23;2026-01-13
S-MYO-011;041443031712;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2023-03-07;2024-10-27
S-OQP-814;001230269003;JOYOR;Adulte Joyor GS5 Noir;2022-09-13;2024-05-05
S-RAL-484;077594229547;JOYOR;adulte Joyor Y5S blanche;2023-12-06;2025-07-28
S-NCL-847;057821239221;JOYOR;Adulte Joyor G5 Noir;2024-11-26;2026-07-19
S-SZC-710;096584125110;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2025-03-21;2026-11-11
S-QWI-417;033913642610;SEGWAY-NINEBOT;Ninebot F2 Pro E;2025-03-19;2026-11-09
S-KRY-092;040614620993;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2025-10-30;2027-06-22
S-PWY-767;092606587347;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2023-09-09;2025-05-01
S-QMV-317;079134413564;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2024-05-07;2025-12-28
S-ETC-378;097178149605;JOYOR;Adulte Joyor G5 Noir;2024-06-13;2026-02-03
S-MWP-821;059833189085;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2023-06-04;2025-01-24
S-TZK-192;085428268362;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-02-21;2026-10-14
S-NZW-889;033221191813;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-02-25;2024-10-17
S-CJS-554;094826394568;SHARP;Sharp KS2AEU-B e-Scooter avec écran intégré et double suspension arrière;2025-04-03;2026-11-24
S-LRP-381;012713922125;JOYOR;Adulte Joyor GS5 Noir;2024-10-10;2026-06-02
S-MTP-355;030876268054;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2023-02-05;2024-09-27
S-IBX-994;075263538611;VOLANS;adulte - e step;2023-02-14;2024-10-06
S-CCU-113;063947101924;OXELO;Decathlon R900E;2022-11-18;2024-07-10
S-XXX-427;084956368594;XIAOMI;Xiaomi 4 GO;2023-09-20;2025-05-12
S-BZR-263;025897384823;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2025-01-08;2026-08-31
S-PJI-666;051688181384;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2025-09-10;2027-05-03
S-JMW-192;001130342997;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2023-06-10;2025-01-30
S-ZLU-861;089018632026;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2025-02-05;2026-09-28
S-XHY-194;036334069482;OXELO;Decathlon R920E;2024-06-17;2026-02-07
S-OQZ-196;044537642543;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2025-07-09;2027-03-01
S-YFW-057;099930314699;WISPEED;Wispeed T865;2023-11-08;2025-06-30
S-YHY-278;038552547038;BOHLT;pliable - eKick 10 PRO - Noir;2024-05-12;2026-01-02
S-RGO-243;025407454451;JOYOR;Adulte Joyor G5 Noir;2025-01-13;2026-09-05
S-ZSF-295;043601390801;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km blanc;2024-08-13;2026-04-05
S-KPC-349;098671051385;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2023-02-12;2024-10-04
S-VJC-679;090526283672;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2022-11-23;2024-07-15
S-BHA-525;032306996558;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2024-10-05;2026-05-28
S-VYP-575;063360578259;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2024-01-14;2025-09-05
S-DNB-586;080725686757;XIAOMI;Xiaomi 4 Lite;2025-07-26;2027-03-18
S-HNC-087;081650728803;OKAI;OKAI NEON LITE ES10 - BLACK;2025-10-01;2027-05-24
S-DAW-239;038204106475;VOLANS;adulte - e step;2022-08-25;2024-04-16
S-BUK-490;000346701018;OXELO;Decathlon R900E;2022-11-17;2024-07-09
S-NFC-801;063064694230;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2024-01-17;2025-09-08
S-AOY-808;038728431895;WEEBOT;Inoe Sweemie 2;2025-10-10;2027-06-02
S-LDN-614;065073296161;OXELO;Decathlon R900E;2024-06-21;2026-02-11
S-VKB-942;095215760109;VOLANS;adulte - e step;2022-12-07;2024-07-29
S-DGY-379;090375608194;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2025-08-24;2027-04-16
S-TGT-088;098333351832;SEGWAY-NINEBOT;Ninebot F2;2024-03-24;2025-11-14
S-PTY-830;098605022219;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km blanc;2023-03-02;2024-10-22
S-LVM-733;097437829909;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2024-01-11;2025-09-02
S-FCD-078;050483002927;SUOTU;Suotu R1 PRO pour adultes;2025-04-21;2026-12-12
S-FLQ-285;012557924088;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-08-06;2025-03-28
S-SUW-016;029620937375;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2024-03-11;2025-11-01
S-PJP-519;030584466607;JOYOR;Adulte Joyor G5 Noir;2025-07-01;2027-02-21
S-KBU-398;087941890239;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2024-06-28;2026-02-18
S-DCX-148;040919626178;OXELO;Decathlon R900E;2024-12-25;2026-08-17
S-UMB-369;051272690211;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2023-11-04;2025-06-26
S-WJK-524;041173518846;SUOTU;Suotu M5 pour enfants et adultes;2023-04-13;2024-12-03
S-HOA-307;041161858930;JOYOR;Adulte Joyor Y10 Noir;2024-07-26;2026-03-18
